0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.169	0.169	0.507	
0.796	0.796	0.095	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.571	0.617	0.247	
0.000	0.398	0.398	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.531	0.433	0.076	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.905	0.529	0.905	
0.340	0.453	0.240	
0.000	0.000	0.000	
0.816	0.333	0.333	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.513	0.528	0.804	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.258	0.258	0.000	
0.140	0.000	0.952	
0.468	0.412	0.516	
0.000	0.000	0.445	
0.440	0.151	0.440	
0.726	0.301	0.726	
0.539	0.225	0.539	
0.435	0.667	0.804	
0.000	0.000	0.000	
0.122	0.000	0.417	
0.000	0.000	0.000	
0.324	0.054	0.576	
0.392	0.000	0.392	
0.470	0.196	0.470	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.912	0.298	0.231	
0.000	0.000	0.000	
0.000	0.354	0.354	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.910	0.064	0.631	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.616	0.853	0.358	
0.000	0.000	0.000	
0.785	0.272	0.277	
0.000	0.000	0.000	
0.848	0.861	0.102	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.459	0.459	0.726	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.136	0.039	0.476	
0.124	0.433	0.581	
0.000	0.000	0.240	
0.000	0.000	0.000	
0.757	0.082	0.851	
0.000	0.000	0.000	
0.927	0.635	0.927	
0.081	0.243	0.930	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.766	0.766	0.081	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.184	
0.718	0.132	0.671	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.580	0.329	0.526	
0.860	0.366	0.812	
0.588	0.392	0.588	
0.000	0.000	0.000	
0.475	0.616	0.419	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.609	0.000	0.733	
0.056	0.000	0.826	
0.760	0.000	0.768	
0.691	0.000	0.698	
0.850	0.009	0.850	
0.722	0.526	0.718	
0.443	0.044	0.488	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.839	0.839	0.676	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.904	0.904	0.019	
0.593	0.413	0.463	
0.000	0.000	0.000	
0.272	0.348	0.414	
0.457	0.453	0.463	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.884	0.347	0.186	
0.216	0.789	0.660	
0.765	0.277	0.663	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.807	0.372	0.601	
0.622	0.622	0.120	
0.129	0.122	0.183	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.828	0.344	0.298	
0.999	0.865	0.999	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.649	0.047	0.645	
0.447	0.818	0.615	
0.000	0.000	0.000	
0.499	0.576	0.689	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.493	0.328	
0.000	0.000	0.000	
0.504	0.609	0.115	
0.000	0.000	0.000	
0.661	0.661	0.284	
0.541	0.442	0.551	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.666	0.000	0.666	
0.000	0.000	0.000	
0.830	0.621	0.280	
0.682	0.427	0.736	
0.353	0.353	0.589	
0.944	0.671	0.692	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.727	0.732	0.704	
0.115	0.745	0.745	
0.735	0.000	0.387	
0.983	0.556	0.905	
0.000	0.000	0.000	
0.260	0.300	0.858	
0.547	0.000	0.696	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.795	0.250	0.000	
0.894	0.774	0.788	
0.871	0.359	0.871	
0.000	0.000	0.000	
0.000	0.717	0.237	
0.000	0.000	0.000	
0.058	0.554	0.286	
0.349	0.645	0.671	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.246	0.817	0.817	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.662	0.516	0.662	
0.165	0.571	0.505	
0.696	0.629	0.575	
0.258	0.258	0.000	
0.000	0.000	0.000	
0.977	0.290	0.755	
0.000	0.000	0.000	
0.157	0.078	0.608	
0.621	0.650	0.525	
0.950	0.618	0.928	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.424	0.000	0.283	
0.492	0.000	0.402	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.900	0.636	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.144	0.250	0.000	
0.000	0.000	0.000	
0.773	0.446	0.137	
0.301	0.390	0.126	
0.000	0.188	0.133	
0.474	0.415	0.706	
0.507	0.598	0.085	
0.903	0.112	0.417	
0.000	0.000	0.000	
0.674	0.199	0.825	
0.158	0.424	0.849	
0.516	0.516	0.183	
0.000	0.000	0.000	
0.874	0.542	0.000	
0.000	0.000	0.000	
0.078	0.448	0.082	
0.000	0.000	0.000	
0.095	0.607	0.944	
0.246	0.634	0.197	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.516	0.516	0.183	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.954	0.000	0.748	
0.000	0.000	0.000	
0.074	0.181	0.295	
0.509	0.644	0.260	
0.630	0.236	0.223	
0.342	0.209	0.239	
0.447	0.182	0.500	
0.135	0.135	0.261	
0.623	0.267	0.089	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.840	0.099	0.029	
0.041	0.000	0.407	
0.729	0.298	0.275	
0.000	0.000	0.183	
0.000	0.000	0.000	
0.293	0.879	0.862	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.858	0.126	0.348	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.042	0.237	0.262	
0.586	0.586	0.445	
0.750	0.750	0.563	
0.000	0.000	0.275	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.331	0.467	0.528	
0.225	0.449	0.225	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.800	0.800	0.078	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.315	0.182	
0.365	0.365	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.554	0.370	0.490	
0.117	0.371	0.909	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.383	0.130	0.351	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.601	0.783	0.783	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.846	0.602	0.602	
0.000	0.000	0.000	
0.599	0.751	0.425	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.573	0.573	0.394	
0.000	0.000	0.000	
0.721	0.255	0.721	
0.000	0.000	0.000	
0.771	0.360	0.801	
0.713	0.911	0.472	
0.460	0.213	0.539	
0.000	0.000	0.000	
0.516	0.516	0.435	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.326	0.034	0.378	
0.696	0.696	0.488	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.304	0.744	0.166	
0.000	0.234	0.936	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.914	0.071	0.000	
0.363	0.408	0.513	
0.000	0.000	0.000	
0.284	0.401	0.803	
0.263	0.451	0.735	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.305	0.603	0.603	
0.200	0.102	0.544	
0.000	0.000	0.000	
0.356	0.046	0.356	
0.602	0.602	0.493	
0.866	0.265	0.811	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.572	0.039	0.286	
0.000	0.000	0.000	
0.862	0.305	0.862	
0.149	0.319	0.074	
0.000	0.000	0.000	
0.448	0.448	0.256	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.620	0.620	0.263	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.896	0.896	0.818	
0.638	0.529	0.556	
0.935	0.745	0.924	
0.000	0.000	0.000	
0.053	0.046	0.902	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.662	0.648	0.986	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.844	0.196	0.783	
0.000	0.000	0.000	
0.666	0.666	0.516	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.643	0.326	0.502	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.309	0.309	0.545	
0.376	0.041	0.429	
0.908	0.908	0.648	
0.952	0.440	0.952	
0.925	0.573	0.925	
0.909	0.530	0.909	
0.851	0.464	0.927	
0.831	0.147	0.662	
0.146	0.912	0.621	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.997	0.997	0.705	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.941	0.151	0.941	
0.000	0.000	0.000	
0.750	0.750	0.102	
0.090	0.068	0.068	
0.774	0.384	0.632	
0.263	0.154	0.240	
0.371	0.453	0.432	
0.000	0.000	0.000	
0.749	0.292	0.440	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.304	0.304	0.338	
0.581	0.087	0.206	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.803	0.162	0.754	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.156	0.156	0.812	
0.669	0.053	0.315	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.514	0.567	0.765	
0.868	0.868	0.145	
0.650	0.000	0.507	
0.521	0.451	0.260	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.187	
0.000	0.000	0.000	
0.000	0.445	0.950	
0.000	0.000	0.000	
0.522	0.000	0.522	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.126	0.240	0.201	
0.879	0.020	0.879	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.604	0.604	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.166	0.419	0.166	
0.000	0.000	0.000	
0.439	0.314	0.208	
0.113	0.325	0.394	
0.070	0.175	0.779	
0.200	0.200	0.067	
0.104	0.932	0.659	
0.303	0.206	0.279	
0.071	0.038	0.141	
0.781	0.119	0.667	
0.525	0.581	0.093	
0.318	0.318	0.184	
0.000	0.000	0.000	
0.241	0.241	0.209	
0.000	0.000	0.000	
0.000	0.000	0.198	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.232	0.755	0.425	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.786	0.321	0.786	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.756	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.346	0.346	0.432	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.929	0.014	0.036	
0.837	0.412	0.625	
0.281	0.000	0.907	
0.293	0.000	0.141	
0.807	0.000	0.026	
0.194	0.723	0.535	
0.000	0.000	0.000	
0.920	0.071	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.842	0.115	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.513	0.342	0.342	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.507	0.598	0.085	
0.000	0.000	0.000	
0.662	0.662	0.314	
0.449	0.424	0.449	
0.127	0.127	0.658	
0.797	0.601	0.797	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.507	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.412	0.412	0.618	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.527	0.527	
0.017	0.010	0.711	
0.151	0.011	0.840	
0.717	0.595	0.567	
0.293	0.721	0.434	
0.000	0.000	0.000	
0.344	0.722	0.344	
0.740	0.285	0.688	
0.751	0.528	0.476	
0.730	0.541	0.593	
0.763	0.015	0.763	
0.000	0.000	0.000	
0.954	0.497	0.822	
0.746	0.746	0.079	
0.295	0.295	0.709	
0.792	0.792	0.289	
0.000	0.000	0.000	
0.280	0.280	0.112	
0.531	0.433	0.076	
0.573	0.702	0.593	
0.000	0.000	0.000	
0.932	0.932	0.552	
0.332	0.332	0.100	
0.743	0.204	0.638	
0.426	0.271	0.789	
0.797	0.331	0.591	
0.905	0.698	0.873	
0.000	0.000	0.000	
0.743	0.000	0.743	
0.590	0.354	0.495	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.530	0.100	0.075	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.552	0.833	0.833	
0.598	0.582	0.475	
0.214	0.427	0.315	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.020	0.785	0.860	
0.067	0.067	0.962	
0.000	0.000	0.000	
0.772	0.766	0.772	
0.561	0.515	0.285	
0.000	0.000	0.000	
0.000	0.000	0.000	
0.000	0.000	0.000	
